Season,game_id,MarkerId,MarkerUTC,MarkerLTC,MarkerDateTime,MajorType,MinorType,PlayDescriptor,PlayComments,IsOfficial,Quarter,ClockMinutes,ClockSeconds,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,TimeRemSecTotal,TimeRemStr,VisTimeouts,HomeTimeouts,BallOn_YardNum,DriveNum,PossTeam,LastPlaySummary,LastPlayStatus,Down,Distance,VisScore,MapRoleKicker,FootballStatus,FootballPlayResult,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballZone,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,MapRoleTackler1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleRusher,FootballYards,Drive_Yards,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMainScoringPlay,FootballConvAttPts,FootballKickYards,MapRoleTackler2,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleKickreturner,FootballKickRetYards,MapRoleQbHitter,MapRoleSacker2
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,511,1677372246.0,71046,2023-02-25 19:44:06.000000,Event,EventFootballPunt,"4-7-VGS 35 (14:01) 17 M. Carrizosa punts 36 yards from VGS 35 to 12 J. Ezzard, Fair Catch at DC 29",,True,2,14,1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,42,2302006-DC-at-VGS,841.0,14:01,2,2,35,8,7,,,4.0,7.0,,,StatusOfficial,ResultKickFaircatch,Visitor,29.0,,,,,Home,8.0,8.0,4:22,PUNT,,21784,21933,36.0,,,,27.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,512,1677372313.0,71113,2023-02-25 19:45:13.000000,Event,EventFootballPass,1-10-DC 29 (13:37) 10 J. Ta'amu pass incomplete to 0 J. Hammond,,True,2,13,37,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,43,2302006-DC-at-VGS,817.0,13:37,2,2,29,9,8,,,1.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,22296,20618,20374,1,Visitor,29.0,1.0,0:13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,513,1677372346.0,71146,2023-02-25 19:45:46.000000,Event,EventFootballPass,2-10-DC 29 (13:10) 10 J. Ta'amu pass incomplete to 81 J. Malone,,True,2,13,10,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,44,2302006-DC-at-VGS,790.0,13:10,2,2,29,9,8,,,2.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,22296,22880,20690,1,Visitor,29.0,2.0,0:31, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,514,1677372382.0,71182,2023-02-25 19:46:22.000000,Event,EventFootballPass,3-10-DC 29 (12:41) 10 J. Ta'amu pass incomplete to 81 J. Malone,,True,2,12,41,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,45,2302006-DC-at-VGS,761.0,12:41,2,2,29,9,8,,,3.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,22296,22880,,1,Visitor,29.0,3.0,1:00, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,515,1677372395.0,71195,2023-02-25 19:46:35.000000,Event,EventFootballPunt,4-10-DC 29 (12:41) 19 D. Whelan punts 43 yards from DC 29 to VGS 28. 10 M. Sexton to VGS 29 for 1 yards (38 N. Rouse),,True,2,12,41,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,46,2302006-DC-at-VGS,761.0,12:41,2,2,29,9,8,,,4.0,10.0,,,StatusOfficial,ResultKickReturned,Home,29.0,,,,,Visitor,29.0,3.0,1:20,PUNT,38,21835,21882,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,516,1677372616.0,71416,2023-02-25 19:50:16.000000,Event,EventFootballRush,1-10-VGS 29 (12:21) 15 R. Smith rush to VGS 28 for -1 yards (57 A. Hines),,True,2,12,21,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,47,2302006-DC-at-VGS,741.0,12:21,2,2,29,10,7,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Home,29.0,3.0,1:39,PUNT,20699,,,,,21447,-1.0,5.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,517,1677372656.0,71456,2023-02-25 19:50:56.000000,Event,EventFootballRush,2-9-VGS 30 (11:41) 2 B. Hundley rush to VGS 34 for 4 yards (21 J. Allen),,True,2,11,41,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,48,2302006-DC-at-VGS,701.0,11:41,2,2,30,10,7,,,2.0,9.0,,,StatusOfficial,,,,,,,1,Home,29.0,2.0,1:18, ,20029,,,,,22876,4.0,5.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,518,1677372695.0,71495,2023-02-25 19:51:35.000000,Event,EventFootballPass,3-5-VGS 34 (11:04) 2 B. Hundley pass incomplete to 13 J. Badet,,True,2,11,4,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,49,2302006-DC-at-VGS,664.0,11:04,2,2,34,10,7,,,3.0,5.0,,,StatusOfficial,ResultPassIncomplete,,,22876,20072,,1,Home,29.0,3.0,1:21, ,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,519,1677372710.0,71510,2023-02-25 19:51:50.000000,Event,EventFootballPunt,"4-5-VGS 34 (11:02) 17 M. Carrizosa punts 32 yards from VGS 34 to 12 J. Ezzard, Fair Catch at DC 34",,True,2,11,2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,50,2302006-DC-at-VGS,662.0,11:02,2,2,34,10,7,,,4.0,5.0,,,StatusOfficial,ResultKickFaircatch,Visitor,34.0,,,,,Home,29.0,3.0,1:39,PUNT,,21784,21933,32.0,,,,5.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,520,1677372789.0,71589,2023-02-25 19:53:09.000000,Event,EventFootballRush,"1-10-DC 34 (10:27) 10 J. Ta'amu rush to DC 36 for 2 yards (20 J. Johnson, 11 P. Dawson)",,True,2,10,27,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,51,2302006-DC-at-VGS,627.0,10:27,2,2,34,11,8,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,1.0,0:19, ,20811,,,,,22296,2.0,2.0,,,,,,,,,,20374,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,521,1677372829.0,71629,2023-02-25 19:53:49.000000,Event,EventFootballPass,2-8-DC 36 (9:47) 10 J. Ta'amu pass to 0 J. Hammond to DC 45 for 9 yards (23 M. Roberts),,True,2,9,47,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,52,2302006-DC-at-VGS,587.0,9:47,2,2,36,11,8,,,2.0,8.0,,,StatusOfficial,ResultPassComplete,,,22296,20618,,1,Visitor,34.0,2.0,1:01, ,21960,,,,,,9.0,11.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,522,1677372855.0,71655,2023-02-25 19:54:15.000000,Event,EventFootballRush,"1-10-DC 45 (9:25) 23 R. Armstead rush to DC 45 for 0 yards (20 J. Johnson, 23 M. Roberts)",,True,2,9,25,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,53,2302006-DC-at-VGS,565.0,9:25,2,2,45,11,8,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,3.0,1:26, ,20811,,,,,20053,0.0,11.0,,,,,,,,,,21960,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,523,1677372892.0,71692,2023-02-25 19:54:52.000000,Event,EventFootballRush,2-10-DC 45 (8:49) 23 R. Armstead rush to Midfield for 5 yards (20 J. Johnson),,True,2,8,49,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,54,2302006-DC-at-VGS,529.0,8:49,2,2,45,11,8,,,2.0,10.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,4.0,2:02, ,20811,,,,,20053,5.0,16.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,524,1677372923.0,71723,2023-02-25 19:55:23.000000,Event,EventFootballRush,"3-5-Midfield (8:17) 10 J. Ta'amu rush to VGS 45 for 5 yards (20 J. Johnson) PENALTY on 20 J. Johnson, 15 yards",,True,2,8,17,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,55,2302006-DC-at-VGS,497.0,8:17,2,2,50,11,8,,,3.0,5.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,5.0,2:31, ,20811,,,,,22296,5.0,36.0,,,,,,,,,,,,7,20811,15.0,ResultPenaltyOnkickoffpat,NA,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,525,1677372989.0,71789,2023-02-25 19:56:29.000000,Event,EventFootballRush,"1-10-VGS 30 (8:03) 4 A. Smith rush to VGS 28 for 2 yards (44 V. Beasley, 95 B. Jones)",,True,2,8,3,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,56,2302006-DC-at-VGS,483.0,8:03,2,2,30,11,8,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,6.0,3:07, ,21739,,,,,21427,2.0,38.0,,,,,,,,,,20832,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,526,1677373028.0,71828,2023-02-25 19:57:08.000000,Event,EventFootballRush,2-8-VGS 28 (7:24) 10 J. Ta'amu rush to VGS 28 for 0 yards (97 L. Stokes),,True,2,7,24,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,57,2302006-DC-at-VGS,444.0,7:24,2,2,28,11,8,,,2.0,8.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,7.0,3:21, ,21966,,,,,22296,0.0,38.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,527,1677373065.0,71865,2023-02-25 19:57:45.000000,Event,EventFootballPass,3-8-VGS 28 (6:48) 10 J. Ta'amu pass to 11 L. Jackson to VGS 20 for 8 yards (6 K. Kennedy),,True,2,6,48,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,58,2302006-DC-at-VGS,408.0,6:48,2,2,28,11,8,,,3.0,8.0,,,StatusOfficial,ResultPassComplete,,,22296,20766,,1,Visitor,34.0,8.0,3:58, ,21943,,,,,,8.0,46.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,528,1677373091.0,71891,2023-02-25 19:58:11.000000,Event,EventFootballRush,"1-10-VGS 20 (6:22) 10 J. Ta'amu rush to VGS 10 for 10 yards (25 M. Evans, 9 D. Anderson)",,True,2,6,22,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,59,2302006-DC-at-VGS,382.0,6:22,2,2,20,11,8,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Visitor,34.0,11.0,5:47,FUMBLE,20461,,,,,22296,10.0,65.0,,,,,,,,,,20039,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,529,1677373119.0,71919,2023-02-25 19:58:39.000000,Event,EventFootballPass,1-10-VGS 10 (5:54) 10 J. Ta'amu pass to 0 J. Hammond to VGS 2 for 8 yards (27 N. Hill),,True,2,5,54,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,60,2302006-DC-at-VGS,354.0,5:54,2,2,10,11,8,,,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,22296,20618,,1,Visitor,34.0,10.0,5:20, ,20690,,,,,,8.0,64.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,530,1677373162.0,71962,2023-02-25 19:59:22.000000,Event,EventFootballRush,"2-2-VGS 2 (5:15) 4 A. Smith rush to VGS 2 for 0 yards Fumbled by 4 A. Smith,  Recovered by 11 P. Dawson",,True,2,5,15,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,61,2302006-DC-at-VGS,315.0,5:15,2,2,2,11,8,,,2.0,2.0,,,StatusOfficial,,Home,1.0,,,,1,Visitor,34.0,11.0,5:47,FUMBLE,,,,,,21427,0.0,65.0,,8,21427,7,20374,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,531,1677373420.0,72220,2023-02-25 20:03:40.000000,Event,EventFootballPenalty,"1-10-VGS 1 (5:15) PENALTY on 69 K. McKenzie, 0 yards",,True,2,5,15,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,62,2302006-DC-at-VGS,315.0,5:15,2,2,1,12,7,,,1.0,10.0,,,StatusOfficial,,,,,,,,Home,1.0,,0:07, ,,,,,,,,,,,,,,,,,,,,7,22858,,ResultPenaltyRepeatdown,NA,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,532,1677373468.0,72268,2023-02-25 20:04:28.000000,Event,EventFootballPass,1-10-VGS 1 (5:02) 12 L. Perez pass incomplete to 16 T. Koontz,,True,2,5,2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,63,2302006-DC-at-VGS,302.0,5:02,2,2,1,12,7,,,1.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,21207,20903,,1,Home,1.0,4.0,3:07,HALF,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,533,1677373498.0,72298,2023-02-25 20:04:58.000000,Event,EventFootballRush,2-10-VGS 1 (4:32) 15 R. Smith rush to VGS 26 for 25 yards (39 S. Ramirez),,True,2,4,32,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,64,2302006-DC-at-VGS,272.0,4:32,2,2,1,12,7,,,2.0,10.0,,,StatusOfficial,,,,,,,1,Home,1.0,4.0,3:07,HALF,21278,,,,,21447,25.0,35.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,535,1677373559.0,72359,2023-02-25 20:05:59.000000,Event,EventFootballRush,"2-7-VGS 29 (3:31) 5 D. Torrey rush to VGS 29 for 0 yards (5 R. Northrup, 92 M. Fisher)",,True,2,3,31,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,66,2302006-DC-at-VGS,211.0,3:31,2,2,29,12,7,,,2.0,7.0,,,StatusOfficial,,,,,,,1,Home,1.0,5.0,3:07,HALF,21148,,,,,21570,0.0,35.0,,,,,,,,,,20480,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,536,1677373634.0,72434,2023-02-25 20:07:14.000000,Event,EventFootballPenalty,"3-7-VGS 29 (2:45) PENALTY on 21 J. Allen, 5 yards",,True,2,2,45,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,67,2302006-DC-at-VGS,165.0,2:45,2,2,29,12,7,,,3.0,7.0,,,StatusOfficial,,,,,,,,Home,1.0,5.0,3:07,HALF,,,,,,,,35.0,,,,,,,,,,,,8,20029,5.0,ResultPenaltyRepeatdown,NA,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,534,1677373671.0,72471,2023-02-25 20:07:51.000000,Event,EventFootballRush,1-10-VGS 26 (4:00) 15 R. Smith rush to VGS 29 for 3 yards (43 F. Bernard),,True,2,4,0,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,65,2302006-DC-at-VGS,240.0,4:00,2,2,26,12,7,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Home,1.0,5.0,3:07,HALF,22329,,,,,21447,3.0,35.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,537,1677373671.0,72471,2023-02-25 20:07:51.000000,Event,EventFootballRush,3-2-VGS 34 (2:08) 15 R. Smith rush to VGS 35 for 1 yard (21 J. Allen),,True,2,2,8,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,68,2302006-DC-at-VGS,128.0,2:08,2,2,34,12,7,,,3.0,2.0,,,StatusOfficial,,,,,,,1,Home,1.0,5.0,3:07,HALF,20029,,,,,21447,1.0,34.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,538,1677373671.0,72471,2023-02-25 20:07:51.000000,Event,EventFootballRush,4-1-VGS 35 (2:08) 15 R. Smith rush to VGS 37 for 2 yards (39 S. Ramirez),,True,2,2,8,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,69,2302006-DC-at-VGS,128.0,2:08,2,2,35,12,7,,,4.0,1.0,,,StatusOfficial,,,,,,,1,Home,1.0,6.0,3:07,HALF,21278,,,,,21447,2.0,36.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,539,1677373920.0,72720,2023-02-25 20:12:00.000000,Event,EventFootballPass,1-10-VGS 36 (1:12) 12 L. Perez pass to 13 J. Badet to VGS 37 for 1 yard (39 S. Ramirez),,True,2,1,12,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,70,2302006-DC-at-VGS,72.0,1:12,2,2,36,13,7,,,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,21207,20072,,1,Home,36.0,3.0,1:19,PUNT,21278,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,540,1677373956.0,72756,2023-02-25 20:12:36.000000,Event,EventFootballRush,2-10-VGS 36 (0:52) 14 C. Sweeting rush to VGS 40 for 4 yards (99 J. Wallace),,True,2,0,52,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,71,2302006-DC-at-VGS,52.0,0:52,2,2,36,13,7,,,2.0,10.0,,,StatusOfficial,,,,,,,1,Home,36.0,2.0,4:23, ,21623,,,,,21507,4.0,4.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,541,1677373972.0,72772,2023-02-25 20:12:52.000000,Event,EventFootballPenalty,"3-6-VGS 40 (0:52) PENALTY on 14 C. Sweeting, 5 yards",,True,2,0,52,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,72,2302006-DC-at-VGS,52.0,0:52,2,2,40,13,7,,,3.0,6.0,,,StatusOfficial,,,,,,,,Home,36.0,3.0,1:19,PUNT,,,,,,,,3.0,,,,,,,,,,,,7,21507,5.0,ResultPenaltyRepeatdown,NA,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,542,1677374058.0,72858,2023-02-25 20:14:18.000000,Event,EventFootballRush,3-11-VGS 35 (0:49) 12 L. Perez rush to VGS 44 for 9 yards (96 J. Panasiuk),,True,2,0,49,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,73,2302006-DC-at-VGS,49.0,0:49,2,2,35,13,7,,,3.0,11.0,,,StatusOfficial,,,,,,,1,Home,36.0,3.0,4:26, ,21182,,,,,21207,9.0,8.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,543,1677374127.0,72927,2023-02-25 20:15:27.000000,Event,EventFootballPenalty,"4-2-VGS 44 (0:49) PENALTY on Vegas Vipers, 5 yards",,True,2,0,49,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,74,2302006-DC-at-VGS,49.0,0:49,2,2,44,13,7,,,4.0,2.0,,,StatusOfficial,,,,,,,,Home,36.0,3.0,4:26, ,,,,,,,,3.0,,,,,,,,,,,,7,TM,5.0,ResultPenaltyRepeatdown,NA,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,544,1677374144.0,72944,2023-02-25 20:15:44.000000,Event,EventFootballPunt,4-7-VGS 39 (0:49) 17 M. Carrizosa punts 44 yards from VGS 39 to DC 17. 12 J. Ezzard to DC 26 for 8 yards (80 S. Price),,True,2,0,49,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,75,2302006-DC-at-VGS,49.0,0:49,2,2,39,13,7,,,4.0,7.0,,,StatusOfficial,ResultKickReturned,Visitor,26.0,,,,,Home,36.0,3.0,1:19,PUNT,20094,21784,21933,44.0,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,545,1677374190.0,72990,2023-02-25 20:16:30.000000,Event,EventFootballRush,1-10-DC 26 (0:34) 10 J. Ta'amu rush to DC 36 for 10 yards (16 T. Koontz),,True,2,0,34,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,76,2302006-DC-at-VGS,34.0,0:34,2,2,26,14,8,,,1.0,10.0,,,StatusOfficial,,,,,,,1,Visitor,26.0,5.0,0:43,FUMBLE,20903,,,,,22296,10.0,-5.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,546,1677374217.0,73017,2023-02-25 20:16:57.000000,Event,EventFootballPass,1-10-DC 36 (0:23) 10 J. Ta'amu pass incomplete to 11 L. Jackson,,True,2,0,23,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,77,2302006-DC-at-VGS,23.0,0:23,2,2,36,14,8,,,1.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,22296,20766,21753,1,Visitor,26.0,3.0,0:21, ,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,547,1677374246.0,73046,2023-02-25 20:17:26.000000,Event,EventFootballPass,2-10-DC 36 (0:19) 10 J. Ta'amu pass incomplete to 81 J. Malone,,True,2,0,19,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,78,2302006-DC-at-VGS,19.0,0:19,2,2,36,14,8,,,2.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,22296,22880,,1,Visitor,26.0,3.0,0:17, ,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,548,1677374280.0,73080,2023-02-25 20:18:00.000000,Event,EventFootballPass,"3-10-DC 36 (0:13) 10 J. Ta'amu pass to 4 A. Smith to VGS 49 for 15 yards (27 N. Hill, 28 C. Avery)",,True,2,0,13,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,79,2302006-DC-at-VGS,13.0,0:13,2,2,36,14,8,,,3.0,10.0,,,StatusOfficial,ResultPassComplete,,,22296,21427,,1,Visitor,26.0,5.0,0:43,FUMBLE,20690,,,,,,15.0,-5.0,,,,,,,,,,20066,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,549,1677374359.0,73159,2023-02-25 20:19:19.000000,Event,EventFootballPenalty,"1-10-VGS 49 (0:11) PENALTY on 11 L. Jackson, 5 yards",,True,2,0,11,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,80,2302006-DC-at-VGS,11.0,0:11,2,2,49,14,8,,,1.0,10.0,,,StatusOfficial,,,,,,,,Visitor,26.0,5.0,0:43,FUMBLE,,,,,,,,-5.0,,,,,,,,,,,,8,20766,5.0,ResultPenaltyRepeatdown,NA,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,550,1677374392.0,73192,2023-02-25 20:19:52.000000,Event,EventFootballSack,"1-15-DC 46 (0:06) 10 J. Ta'amu sacked at DC 43 for -3 yards Fumbled by 10 J. Ta'amu,  Forced by 23 M. Roberts Recovered by 44 V. Beasley (23 M. Roberts)",,True,2,0,6,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,81,2302006-DC-at-VGS,6.0,0:06,2,2,46,14,8,,,1.0,15.0,,,StatusOfficial,,Visitor,21.0,22296,,,,Visitor,26.0,5.0,0:43,FUMBLE,,,,,,,-3.0,-5.0,21960,8,22296,7,21739,21960,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,551,1677374452.0,73252,2023-02-25 20:20:52.000000,Event,EventFootballFg,1-10-DC 21 (0:00) 47 B. Giffen 39 yard field goal is NO GOOD,,True,2,0,0,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,82,2302006-DC-at-VGS,,0:00,2,2,21,15,7,,,1.0,10.0,,20076,StatusOfficial,ResultKickMissed,,,,,,,Visitor,21.0,1.0,0:06,MISSED FG,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,552,1677375490.0,74290,2023-02-25 20:38:10.000000,Event,EventFootballKickoff,47 B. Giffen kicks from VGS 30. 12 J. Ezzard to DC 28 for 16 yards (11 P. Dawson),,True,3,15,0,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,83,2302006-DC-at-VGS,900.0,15:00,3,3,30,17,8,,,,,,47,StatusOfficial,ResultKickReturned,Visitor,28.0,,,,,,,,,,20374,,,,,,,,,,,,,,,,,,,,,,,,21207,16.0,,
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,553,1677375583.0,74383,2023-02-25 20:39:43.000000,Event,EventFootballPass,1-10-DC 29 (14:50) 10 J. Ta'amu pass to 82 E. Wolf to DC 41 for 12 yards (1 M. Harriel),,True,3,14,50,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,84,2302006-DC-at-VGS,890.0,14:50,3,3,29,17,8,,,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,22296,21711,,1,Visitor,28.0,11.0,5:19,FG,21753,,,,,,12.0,43.0,,,,,,,,,,,,,,,,,,,,
