season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,down,ydstogo,FootballYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePassDefender,MapRoleInterceptor,MapRoleQbHitter,MapRoleTackler2,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,FootballTimeoutTeamId,MapRoleSacker1,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,81,1680461023.0,53023,2023-04-02 18:43:43.000000,EventFootballRush,"1-1-STL 1 (14:36) 22 M. Borghi rush to STL 2 for -1 yards (25 L. Denis, 26 N. Meadors)",,True,2,14,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,34,2302026-STL-at-HOU,876,876,2676,14:36,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,1,4,1,0,6,0,20385,,,StatusOfficial,,,,,20149,1.0,1.0,-1.0,,,,,,Home,31.0,9.0,67.0,5:05, ,,,,,,22352,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,83,1680461056.0,53056,2023-04-02 18:44:16.000000,EventFootballRush,2-2-STL 2 (14:04) 22 M. Borghi rush to STL 1 for 1 yard (25 L. Denis),,True,2,14,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,35,2302026-STL-at-HOU,844,844,2644,14:04,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,2,4,2,0,6,0,20385,,,StatusOfficial,,,,,20149,2.0,2.0,1.0,,,,,,Home,31.0,10.0,68.0,5:33, ,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,85,1680461087.0,53087,2023-04-02 18:44:47.000000,EventFootballPass,"3-1-STL 1 (13:34) 14 C. McDonald pass to 1 D. Burnett for 1 yard, TOUCHDOWN",,True,2,13,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,36,2302026-STL-at-HOU,814,814,2614,13:34,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,1,4,1,0,6,0,,,,StatusOfficial,ResultPassComplete,,,,,3.0,1.0,1.0,,,,,,Home,31.0,11.0,69.0,5:44,TD,21982,20229,,,,,,,,,,ScoreTypeTd,,,,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,151,1680461121.0,53121,2023-04-02 18:45:21.000000,EventFootballPat1PtRush,"FROM STL 2 (13:34) 14 C. McDonald 1-pt conversion rush attempt NO GOOD Fumbled by 14 C. McDonald,  Recovered by 27 M. Rose",,True,2,13,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,37,2302026-STL-at-HOU,814,814,2614,13:34,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,2,4,2,0,6,6,,,,StatusOfficial,,,Visitor,10.0,21982,,,0.0,2,21982,5,21340,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,89,1680461351.0,53351,2023-04-02 18:49:11.000000,EventFootballKickoff,FROM STL 10 (13:34) 8 H. Duplessis kicks the kickoff short of 20 yd line,,True,2,13,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,38,2302026-STL-at-HOU,814,814,2614,13:34,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,10,5,90,0,6,6,,20424,,StatusOfficial,ResultKickShortof20,,Home,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,91,1680461400.0,53400,2023-04-02 18:50:00.000000,EventFootballPass,1-10-HOU 45 (13:27) 10 A. McCarron pass to 11 D. Shepherd to HOU 40 for 5 yards (16 R. Texada),,True,2,13,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,39,2302026-STL-at-HOU,807,807,2607,13:27,5,,,0.0,STL,HOU,0.0,3,3,3,3,Home,45,5,45,0,6,6,21536,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,5.0,,,,,,Home,45.0,1.0,5.0,0:16, ,22026,21822,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,93,1680461438.0,53438,2023-04-02 18:50:38.000000,EventFootballTimeout,2-5-HOU 40 (12:51) Timeout by St. Louis Battlehawks at 12:51,,True,2,12,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,40,2302026-STL-at-HOU,771,771,2571,12:51,5,,,0.0,STL,HOU,0.0,3,3,3,3,Home,40,5,40,0,6,6,,,,StatusOfficial,,,,,,2.0,5.0,,,,,,,Home,45.0,1.0,5.0,0:43, ,,,,,,,,,,,,,,5,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,96,1680461655.0,53655,2023-04-02 18:54:15.000000,EventFootballPass,2-5-HOU 40 (12:47) 10 A. McCarron pass dropped by 88 H. Butler,,True,2,12,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,41,2302026-STL-at-HOU,767,767,2567,12:47,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,40,5,40,0,6,6,,,,StatusOfficial,ResultPassDropped,,,,,2.0,5.0,,,,,,,Home,45.0,2.0,5.0,0:51, ,22026,22333,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,98,1680461696.0,53696,2023-04-02 18:54:56.000000,EventFootballPass,3-5-HOU 40 (12:10) 10 A. McCarron pass to 23 B. Hill to HOU 29 for 11 yards (23 S. Davis),,True,2,12,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,42,2302026-STL-at-HOU,730,730,2530,12:10,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,40,5,40,0,6,6,20368,,,StatusOfficial,ResultPassComplete,,,,,3.0,5.0,11.0,,,,,,Home,45.0,3.0,16.0,1:39, ,22026,20688,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,100,1680461737.0,53737,2023-04-02 18:55:37.000000,EventFootballPass,1-10-HOU 29 (11:29) 10 A. McCarron pass to 13 A. Proehl to HOU 22 for 7 yards (11 T. Beckett),,True,2,11,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,43,2302026-STL-at-HOU,689,689,2489,11:29,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,29,5,29,0,6,6,20107,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,7.0,,,,,,Home,45.0,4.0,23.0,2:15, ,22026,21263,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,102,1680461774.0,53774,2023-04-02 18:56:14.000000,EventFootballPass,2-3-HOU 22 (10:52) 10 A. McCarron pass to 22 S. Mitchell to HOU 18 for 4 yards (11 T. Beckett),,True,2,10,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,44,2302026-STL-at-HOU,652,652,2452,10:52,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,22,5,22,0,6,6,20107,,,StatusOfficial,ResultPassComplete,,,,,2.0,3.0,4.0,,,,,,Home,45.0,5.0,27.0,2:55, ,22026,21081,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,104,1680461820.0,53820,2023-04-02 18:57:00.000000,EventFootballPenalty,"1-10-HOU 18 (10:11) PENALTY on (HOU) 23 S. Davis, 13 yards",,True,2,10,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,45,2302026-STL-at-HOU,611,611,2411,10:11,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,18,5,18,0,6,6,,,,StatusOfficial,,,,,,1.0,10.0,,,,,,,Home,45.0,5.0,40.0,3:23, ,,,,,,,2,20368,13.0,ResultPenaltyAuto1Stdown,NA,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,108,1680461891.0,53891,2023-04-02 18:58:11.000000,EventFootballPass,1-5-HOU 5 (9:41) 10 A. McCarron pass incomplete to 3 M. Ateman Pass Defended by 16 R. Texada,,True,2,9,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,46,2302026-STL-at-HOU,581,581,2381,9:41,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,5,5,5,0,6,6,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,5.0,,,,,,,Home,45.0,6.0,40.0,4:08, ,22026,20058,21536,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,110,1680461983.0,53983,2023-04-02 18:59:43.000000,EventFootballPass,2-5-HOU 5 (9:00) 10 A. McCarron pass incomplete to 3 M. Ateman,,True,2,9,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,47,2302026-STL-at-HOU,540,540,2340,9:00,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,5,5,5,0,6,6,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,5.0,,,,,,,Home,45.0,7.0,40.0,4:37, ,22026,20058,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,112,1680462026.0,54026,2023-04-02 19:00:26.000000,EventFootballPass,"3-5-HOU 5 (8:22) 10 A. McCarron pass to 88 H. Butler for 5 yards, TOUCHDOWN",,True,2,8,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,48,2302026-STL-at-HOU,502,502,2302,8:22,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,5,5,5,0,6,6,,,,StatusOfficial,ResultPassComplete,,,,,3.0,5.0,5.0,,,,,,Home,45.0,8.0,45.0,5:12,TD,22026,22333,,,,,,,,,,ScoreTypeTd,,,,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,114,1680462078.0,54078,2023-04-02 19:01:18.000000,EventFootballPat2PtPass,FROM HOU 5 (8:22) 10 A. McCarron 2-pt conversion pass to 88 H. Butler GOOD,,True,2,8,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,49,2302026-STL-at-HOU,502,502,2302,8:22,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,5,5,5,0,12,6,,,,StatusOfficial,ResultPassComplete,,,,,,,5.0,,,,,,,,,,,,22026,22333,,,,,,,,,,ScoreTypeConv,2.0,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,116,1680462151.0,54151,2023-04-02 19:02:31.000000,EventFootballKickoff,"FROM STL 30 (8:22) 2 D. Hageman kicks from STL 30. 20 D. Lee to HOU 30 for 20 yards (39 C. Cooper, 51 W. Harvey)",,True,2,8,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,50,2302026-STL-at-HOU,502,502,2302,8:22,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,30,6,30,0,14,6,22336,22008,20940,StatusOfficial,ResultKickReturned,20.0,Home,30.0,,,,,,,,,,,,,,,,,,,,,20647,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,118,1680462210.0,54210,2023-04-02 19:03:30.000000,EventFootballPass,1-10-HOU 30 (8:11) 14 C. McDonald pass to 1 D. Burnett to HOU 42 for 12 yards (1 E. Hamilton),,True,2,8,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,51,2302026-STL-at-HOU,491,491,2291,8:11,2,,,1.0,HOU,STL,0.0,2,3,3,3,Home,30,6,70,0,14,6,20615,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,12.0,,,,,,Home,30.0,1.0,12.0,0:18, ,21982,20229,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,122,1680462236.0,54236,2023-04-02 19:03:56.000000,EventFootballPass,1-10-HOU 42 (7:48) 14 C. McDonald pass to 2 C. Byrd to STL 44 for 14 yards (39 C. Cooper),,True,2,7,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,52,2302026-STL-at-HOU,468,468,2268,7:48,2,,,1.0,HOU,STL,0.0,2,3,3,3,Home,42,6,58,0,14,6,22336,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,14.0,,,,,,Home,30.0,2.0,26.0,0:48, ,21982,20241,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,124,1680462265.0,54265,2023-04-02 19:04:25.000000,EventFootballPass,1-10-STL 44 (7:21) 14 C. McDonald pass dropped by 2 C. Byrd,,True,2,7,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,53,2302026-STL-at-HOU,441,441,2241,7:21,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,44,6,44,0,14,6,,,,StatusOfficial,ResultPassDropped,,,,,1.0,10.0,,,,,,,Home,30.0,3.0,26.0,1:03, ,21982,20241,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,127,1680462300.0,54300,2023-04-02 19:05:00.000000,EventFootballRush,2-10-STL 44 (6:49) 22 M. Borghi rush to STL 21 for 23 yards (33 T. Watson),,True,2,6,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,54,2302026-STL-at-HOU,409,409,2209,6:49,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,44,6,44,0,14,6,22297,,,StatusOfficial,,,,,20149,2.0,10.0,23.0,,,,,,Home,30.0,4.0,49.0,1:49, ,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,129,1680462338.0,54338,2023-04-02 19:05:38.000000,EventFootballPass,1-10-STL 21 (6:17) 14 C. McDonald pass incomplete to 6 T. Harris,,True,2,6,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,55,2302026-STL-at-HOU,377,377,2177,6:17,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,21,6,21,0,14,6,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,,,,,,Home,30.0,5.0,49.0,2:07, ,21982,20642,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,131,1680462373.0,54373,2023-04-02 19:06:13.000000,EventFootballRush,"2-10-STL 21 (5:45) 20 D. Lee rush to STL 9 for 12 yards (26 N. Meadors, 6 L. Williams)",,True,2,5,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,56,2302026-STL-at-HOU,345,345,2145,5:45,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,21,6,21,0,14,6,22352,,,StatusOfficial,,,,,20940,2.0,10.0,12.0,,,,,,Home,30.0,6.0,61.0,2:57, ,,,,,,21678,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,133,1680462405.0,54405,2023-04-02 19:06:45.000000,EventFootballPenalty,"1-9-STL 9 (5:15) PENALTY on (HOU) 79 J. Moore, 10 yards",,True,2,5,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,57,2302026-STL-at-HOU,315,315,2115,5:15,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,9,6,9,0,14,6,,,,StatusOfficial,,,,,,1.0,9.0,,,,,,,Home,30.0,6.0,51.0,3:07, ,,,,,,,2,22854,10.0,ResultPenaltyRepeatdown,NA,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,135,1680462453.0,54453,2023-04-02 19:07:33.000000,EventFootballPass,1-19-STL 19 (4:49) 14 C. McDonald pass to 10 J. Smith to STL 13 for 6 yards (4 T. Harris),,True,2,4,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,58,2302026-STL-at-HOU,289,289,2089,4:49,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,19,6,19,0,14,6,22867,,,StatusOfficial,ResultPassComplete,,,,,1.0,19.0,6.0,,,,,,Home,30.0,7.0,57.0,4:05, ,21982,21441,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,137,1680462490.0,54490,2023-04-02 19:08:10.000000,EventFootballRush,2-13-STL 13 (4:14) 26 B. Alleyne rush to STL 13 for 0 yards (26 N. Meadors),,True,2,4,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,59,2302026-STL-at-HOU,254,254,2054,4:14,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,13,6,13,0,14,6,22352,,,StatusOfficial,,,,,20033,2.0,13.0,0.0,,,,,,Home,30.0,8.0,57.0,4:21, ,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,139,1680462525.0,54525,2023-04-02 19:08:45.000000,EventFootballPass,3-13-STL 13 (3:40) 14 C. McDonald pass to 6 T. Harris to STL 7 for 6 yards QB Hit by 53 C. Wells (1 E. Hamilton),,True,2,3,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,60,2302026-STL-at-HOU,220,220,2020,3:40,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,13,6,13,0,14,6,20615,,,StatusOfficial,ResultPassComplete,,,,,3.0,13.0,6.0,,,,,,Home,30.0,9.0,63.0,5:05, ,21982,20642,,,21833,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,141,1680462553.0,54553,2023-04-02 19:09:13.000000,EventFootballFg,4-7-STL 7 (3:11) 8 H. Duplessis 25 yard field goal is GOOD,,True,2,3,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,61,2302026-STL-at-HOU,191,191,1991,3:11,2,,,1.0,HOU,STL,0.0,2,3,3,3,Visitor,7,6,7,0,14,6,,21862,,StatusOfficial,ResultKickMade,,,,,4.0,7.0,25.0,,,,,,Home,30.0,10.0,63.0,5:11,FG,,,,,,,,,,,,ScoreTypeFg,,,,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,143,1680462735.0,54735,2023-04-02 19:12:15.000000,EventFootballKickoff,FROM HOU 30 (3:04) 8 H. Duplessis kicks from HOU 30. 11 D. Shepherd to STL 28 for 14 yards (52 E. Ellerbee),,True,2,3,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,62,2302026-STL-at-HOU,184,184,1984,3:04,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,30,7,30,0,14,9,21857,20424,21822,StatusOfficial,ResultKickReturned,14.0,Visitor,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,152,1680462792.0,54792,2023-04-02 19:13:12.000000,EventFootballRush,"1-10-STL 28 (2:52) 23 B. Hill rush to STL 36 for 8 yards (33 T. Harris, 29 A. Hendy)",,True,2,2,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,63,2302026-STL-at-HOU,172,172,1972,2:52,5,,,0.0,STL,HOU,0.0,2,3,2,2,Visitor,28,7,72,0,14,9,22857,,,StatusOfficial,,,,,20688,1.0,10.0,8.0,,,,,,Visitor,28.0,1.0,8.0,0:39, ,,,,,,20675,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,148,1680462827.0,54827,2023-04-02 19:13:47.000000,EventFootballRush,2-2-STL 36 (2:18) 23 B. Hill rush to STL 45 for 9 yards (29 A. Hendy),,True,2,2,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,64,2302026-STL-at-HOU,138,138,1938,2:18,5,,,0.0,STL,HOU,0.0,2,3,2,2,Visitor,36,7,64,0,14,9,20675,,,StatusOfficial,,,,,20688,2.0,2.0,9.0,,,,,,Visitor,28.0,2.0,17.0,0:53, ,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,150,1680462849.0,54849,2023-04-02 19:14:09.000000,EventFootballSack,1-10-STL 45 (1:57) 10 A. McCarron sacked at STL 42 for -3 yards (45 J. Daka),,True,2,1,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,65,2302026-STL-at-HOU,117,117,1917,1:57,5,,,0.0,STL,HOU,0.0,2,3,2,2,Visitor,45,7,55,0,14,9,,,,StatusOfficial,,,,,,1.0,10.0,-3.0,,,,,,Visitor,28.0,3.0,14.0,1:07, ,22026,,,,,,,,,,,,,,20350,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,154,1680463080.0,55080,2023-04-02 19:18:00.000000,EventFootballSack,2-13-STL 42 (1:51) 10 A. McCarron sacked at STL 38 for -4 yards (33 T. Harris),,True,2,1,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,66,2302026-STL-at-HOU,111,111,1911,1:51,5,,,0.0,STL,HOU,0.0,2,3,2,2,Visitor,42,7,58,0,14,9,,,,StatusOfficial,,,,,,2.0,13.0,-4.0,,,,,,Visitor,28.0,4.0,10.0,1:22, ,22026,,,,,,,,,,,,,,22857,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,156,1680463123.0,55123,2023-04-02 19:18:43.000000,EventFootballPass,3-17-STL 38 (1:07) 10 A. McCarron pass to 84 J. Sutherland to HOU 47 for 15 yards (33 T. Harris),,True,2,1,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,67,2302026-STL-at-HOU,67,67,1867,1:07,5,,,0.0,STL,HOU,0.0,2,3,2,2,Visitor,38,7,62,0,14,9,22857,,,StatusOfficial,ResultPassComplete,,,,,3.0,17.0,15.0,,,,,,Visitor,28.0,5.0,25.0,2:11, ,22026,21501,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,158,1680463167.0,55167,2023-04-02 19:19:27.000000,EventFootballPass,4-2-HOU 47 (0:28) 10 A. McCarron pass incomplete to 88 H. Butler Pass Defended by 29 A. Hendy,,True,2,0,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,68,2302026-STL-at-HOU,28,28,1828,0:28,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,47,7,47,0,14,9,,,,StatusOfficial,ResultPassIncomplete,,,,,4.0,2.0,,,,,,,Visitor,28.0,6.0,25.0,2:43,DOWNS,22026,22333,20675,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,160,1680463279.0,55279,2023-04-02 19:21:19.000000,EventFootballTimeout,1-10-HOU 47 (0:28) Timeout by St. Louis Battlehawks at 0:28,,True,2,0,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,69,2302026-STL-at-HOU,28,28,1828,0:28,2,,,1.0,HOU,STL,0.0,2,3,3,3,Home,47,8,53,0,14,9,,,,StatusOfficial,,,,,,1.0,10.0,,,,,,,Home,,,,0:00, ,,,,,,,,,,,,,,5,,0.0,0.0,0.0,0.0,0.0
