season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,MapRolePunter,MapRolePuntreturner,FootballPuntYards,MapRoleSacker1,MapRoleSacker2,MapRolePassDefender,FootballTimeoutTeamId,FootballPuntRetYards,MapRoleQbHitter,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,69,1681602121.0,67321,2023-04-15 23:42:01.000000,EventFootballTimeout,4-3-ORL 20 (14:21) Timeout by Orlando Guardians at 14:21,,True,2,14,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,33,2302034-ORL-at-SA,861,861,2661,14:21,3,,,1.0,SA,ORL,0.0,3,2,2.0,2.0,Visitor,20,4,20.0,0,8,0,,,,,StatusOfficial,,,,,,4.0,3.0,,Home,35.0,11.0,45.0,6:18, ,,,,,,,,,,,,,,,,4,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,71,1681602152.0,67352,2023-04-15 23:42:32.000000,EventFootballFg,4-3-ORL 20 (14:21) 23 P. Romo 38 yard field goal is GOOD,,True,2,14,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,34,2302034-ORL-at-SA,861,861,2661,14:21,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Visitor,20,4,20.0,0,8,0,,,21775,,StatusOfficial,ResultKickMade,,,,,4.0,3.0,38.0,Home,35.0,12.0,45.0,6:18,FG,,,,,,,,ScoreTypeFg,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,73,1681602255.0,67455,2023-04-15 23:44:15.000000,EventFootballKickoff,FROM SA 30 (14:15) 23 P. Romo kicks from SA 30. 10 D. Thomas to ORL 22 for 17 yards (31 J. Hilliman),,True,2,14,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,35,2302034-ORL-at-SA,855,855,2655,14:15,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Home,30,5,30.0,0,8,3,20697,,21775,21891,StatusOfficial,ResultKickReturned,17.0,Visitor,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,75,1681602306.0,67506,2023-04-15 23:45:06.000000,EventFootballSack,1-10-ORL 22 (14:09) 12 Q. Dormady sacked at ORL 15 for -7 yards (33 D. Beesley),,True,2,14,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,36,2302034-ORL-at-SA,849,849,2649,14:09,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,22,5,78.0,0,8,3,,,,,StatusOfficial,,,,,,1.0,10.0,-7.0,Visitor,22.0,1.0,-7.0,0:15, ,20407,,,,,,,,,,,,21740,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,77,1681602395.0,67595,2023-04-15 23:46:35.000000,EventFootballRush,2-17-ORL 15 (13:57) 26 D. Darrington rush to ORL 20 for 5 yards (27 T. Hanks),,True,2,13,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,37,2302034-ORL-at-SA,837,837,2637,13:57,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,15,5,85.0,0,8,3,22534,,,,StatusOfficial,,,,,20357,2.0,17.0,5.0,Visitor,22.0,2.0,-2.0,0:30, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,79,1681602427.0,67627,2023-04-15 23:47:07.000000,EventFootballPass,3-12-ORL 20 (13:24) 12 Q. Dormady pass to 14 C. Rambo to ORL 27 for 7 yards (15 J. Williams),,True,2,13,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,38,2302034-ORL-at-SA,804,804,2604,13:24,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,20,5,80.0,0,8,3,21974,,,,StatusOfficial,ResultPassComplete,,,,,3.0,12.0,7.0,Visitor,22.0,3.0,5.0,1:03, ,20407,22018,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,81,1681602472.0,67672,2023-04-15 23:47:52.000000,EventFootballPass,4-5-ORL 27 (12:40) 19 M. Brown pass to 15 K. Cannon to SA 4 for 69 yards (13 N. Holley),,True,2,12,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,39,2302034-ORL-at-SA,760,760,2560,12:40,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,27,5,73.0,0,8,3,20707,,,,StatusOfficial,ResultPassComplete,,,,,4.0,5.0,69.0,Visitor,22.0,4.0,74.0,2:03, ,20208,20257,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,83,1681602518.0,67718,2023-04-15 23:48:38.000000,EventFootballPass,1-4-SA 4 (11:54) 12 Q. Dormady pass to 80 R. Becker to SA 4 for 0 yards (1 L. Barcoo),,True,2,11,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,40,2302034-ORL-at-SA,714,714,2514,11:54,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Home,4,5,4.0,0,8,3,20087,,,,StatusOfficial,ResultPassComplete,,,,,1.0,4.0,0.0,Visitor,22.0,5.0,74.0,2:32, ,20407,20105,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,85,1681602552.0,67752,2023-04-15 23:49:12.000000,EventFootballRush,"2-4-SA 4 (11:20) 26 D. Darrington rush to SA 1 for 3 yards (92 S. Soto, 5 T. Adewusi)",,True,2,11,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,41,2302034-ORL-at-SA,680,680,2480,11:20,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Home,4,5,4.0,0,8,3,22744,20008,,,StatusOfficial,,,,,20357,2.0,4.0,3.0,Visitor,22.0,6.0,77.0,3:13, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,87,1681602597.0,67797,2023-04-15 23:49:57.000000,EventFootballRush,"3-1-SA 1 (10:36) 26 D. Darrington rush for 1 yard, TOUCHDOWN",,True,2,10,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,42,2302034-ORL-at-SA,636,636,2436,10:36,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Home,1,5,1.0,0,8,3,,,,,StatusOfficial,,,,,20357,3.0,1.0,1.0,Visitor,22.0,7.0,78.0,3:41,TD,,,,,,,,ScoreTypeTd,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,89,1681602618.0,67818,2023-04-15 23:50:18.000000,EventFootballPat1PtPass,FROM SA 2 (10:36) 12 Q. Dormady 1-pt conversion pass to 17 E. Rogers NO GOOD,,True,2,10,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,43,2302034-ORL-at-SA,636,636,2436,10:36,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Home,2,5,2.0,0,14,3,,,,,StatusOfficial,ResultPassIncomplete,,,,,,,,,,,,,,20407,22708,,,,,,,1.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,91,1681602853.0,68053,2023-04-15 23:54:13.000000,EventFootballKickoff,"FROM ORL 30 (10:36) 0 J. Borregales kicks from ORL 30. 10 T. Jonsen to SA 13 for 11 yards (88 C. Patton, 38 M. Murphy)",,True,2,10,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,44,2302034-ORL-at-SA,636,636,2436,10:36,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Visitor,30,6,30.0,0,14,3,22001,21121,21741,20856,StatusOfficial,ResultKickReturned,11.0,Home,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,93,1681602918.0,68118,2023-04-15 23:55:18.000000,EventFootballPass,1-10-SA 13 (10:26) 16 J. Coan pass to 18 T. Vasher to SA 30 for 17 yards (46 T. Scales),,True,2,10,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,45,2302034-ORL-at-SA,626,626,2426,10:26,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,13,6,87.0,0,14,3,22319,,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,17.0,Home,13.0,1.0,17.0,0:24, ,20301,21898,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,95,1681602954.0,68154,2023-04-15 23:55:54.000000,EventFootballPass,1-10-SA 30 (9:51) 16 J. Coan pass dropped by 88 A. Mack,,True,2,9,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,46,2302034-ORL-at-SA,591,591,2391,9:51,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,30,6,70.0,0,14,3,,,,,StatusOfficial,ResultPassDropped,,,,,1.0,10.0,,Home,13.0,2.0,17.0,0:45, ,20301,21765,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,97,1681602990.0,68190,2023-04-15 23:56:30.000000,EventFootballRush,"2-10-SA 30 (9:25) 31 J. Hilliman rush to SA 32 for 2 yards (8 T. Smith, 38 M. Murphy)",,True,2,9,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,47,2302034-ORL-at-SA,565,565,2365,9:25,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,30,6,70.0,0,14,3,21448,21121,,,StatusOfficial,,,,,20697,2.0,10.0,2.0,Home,13.0,3.0,19.0,1:25, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,99,1681603028.0,68228,2023-04-15 23:57:08.000000,EventFootballPass,"3-8-SA 32 (8:47) 16 J. Coan pass to 31 J. Hilliman to SA 40 for 8 yards (88 C. Patton, 44 T. Plummer)",,True,2,8,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,48,2302034-ORL-at-SA,527,527,2327,8:47,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,32,6,68.0,0,14,3,22001,21244,,,StatusOfficial,ResultPassComplete,,,,,3.0,8.0,8.0,Home,13.0,4.0,27.0,2:03, ,20301,20697,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,101,1681603063.0,68263,2023-04-15 23:57:43.000000,EventFootballRush,"1-10-SA 40 (8:11) 31 J. Hilliman rush to SA 44 for 4 yards (99 T. Sanders, 36 J. Jones)",,True,2,8,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,49,2302034-ORL-at-SA,491,491,2291,8:11,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,40,6,60.0,0,14,3,21365,20841,,,StatusOfficial,,,,,20697,1.0,10.0,4.0,Home,13.0,5.0,31.0,2:34, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,167,1681603295.0,68495,2023-04-16 00:01:35.000000,EventFootballRush,"2-6-SA 44 (7:44) 31 J. Hilliman rush to SA 48 for 4 yards (38 M. Murphy, 9 G. Willis)",,True,2,7,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,50,2302034-ORL-at-SA,464,464,2264,7:44,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,44,6,56.0,0,14,3,21121,21696,,,StatusOfficial,,,,,20697,2.0,6.0,4.0,Home,13.0,6.0,35.0,2:59, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,160,1681603337.0,68537,2023-04-16 00:02:17.000000,EventFootballSack,3-2-SA 48 (7:03) 16 J. Coan sacked at SA 39 for -9 yards (8 T. Smith),,True,2,7,3,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,51,2302034-ORL-at-SA,423,423,2223,7:03,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,48,6,52.0,0,14,3,,,,,StatusOfficial,,,,,,3.0,2.0,-9.0,Home,13.0,7.0,26.0,3:47, ,20301,,,,,,,,,,,,21448,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,107,1681603359.0,68559,2023-04-16 00:02:39.000000,EventFootballPunt,"4-11-SA 39 (6:41) 0 B. Wing punts 47 yards from SA 39 to ORL 14. 32 J. Rogers to ORL 15 for 1 yards (21 S. Williams, 27 T. Hanks)",,True,2,6,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,52,2302034-ORL-at-SA,401,401,2201,6:41,3,,,1.0,SA,ORL,0.0,2,2,2.0,2.0,Home,39,6,61.0,0,14,3,22819,22534,,,StatusOfficial,ResultKickReturned,,Visitor,15.0,,4.0,11.0,,Home,13.0,7.0,26.0,3:55,PUNT,,,,,,,,,,21706,21333,47.0,,,,,1.0,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,109,1681603420.0,68620,2023-04-16 00:03:40.000000,EventFootballRush,"1-10-ORL 15 (6:19) 26 D. Darrington rush to ORL 13 for -2 yards (15 J. Williams, 21 S. Williams)",,True,2,6,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,53,2302034-ORL-at-SA,379,379,2179,6:19,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,15,7,85.0,0,14,3,21974,22819,,,StatusOfficial,,,,,20357,1.0,10.0,-2.0,Visitor,15.0,1.0,-2.0,0:19, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,111,1681603456.0,68656,2023-04-16 00:04:16.000000,EventFootballRush,"2-12-ORL 13 (5:43) 3 D. Francois rush to ORL 17 for 4 yards (21 S. Williams, 95 K. Tongamoa)",,True,2,5,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,54,2302034-ORL-at-SA,343,343,2143,5:43,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,13,7,87.0,0,14,3,22819,22778,,,StatusOfficial,,,,,20512,2.0,12.0,4.0,Visitor,15.0,2.0,2.0,0:51, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,113,1681603504.0,68704,2023-04-16 00:05:04.000000,EventFootballTimeout,3-8-ORL 17 (5:05) Timeout by Orlando Guardians at 5:05,,True,2,5,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,55,2302034-ORL-at-SA,305,305,2105,5:05,4,,,0.0,ORL,SA,0.0,2,2,2.0,2.0,Visitor,17,7,83.0,0,14,3,,,,,StatusOfficial,,,,,,3.0,8.0,,Visitor,15.0,2.0,2.0,1:18, ,,,,,,,,,,,,,,,,4,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,115,1681603561.0,68761,2023-04-16 00:06:01.000000,EventFootballPass,3-8-ORL 17 (5:01) 3 D. Francois pass to 17 E. Rogers to ORL 25 for 8 yards (22 R. Texada),,True,2,5,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,56,2302034-ORL-at-SA,301,301,2101,5:01,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,17,7,83.0,0,14,3,22376,,,,StatusOfficial,ResultPassComplete,,,,,3.0,8.0,8.0,Visitor,15.0,3.0,10.0,1:37, ,20512,22708,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,117,1681603599.0,68799,2023-04-16 00:06:39.000000,EventFootballRush,"1-10-ORL 25 (4:23) 26 D. Darrington rush to ORL 34 for 9 yards (92 S. Soto, 14 D. Buckrham)",,True,2,4,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,57,2302034-ORL-at-SA,263,263,2063,4:23,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,25,7,75.0,0,14,3,22744,20222,,,StatusOfficial,,,,,20357,1.0,10.0,9.0,Visitor,15.0,4.0,19.0,2:11, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,119,1681603636.0,68836,2023-04-16 00:07:16.000000,EventFootballRush,"2-1-ORL 34 (3:47) 26 D. Darrington rush to ORL 39 for 5 yards (5 T. Adewusi, 15 J. Williams)",,True,2,3,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,58,2302034-ORL-at-SA,227,227,2027,3:47,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,34,7,66.0,0,14,3,20008,21974,,,StatusOfficial,,,,,20357,2.0,1.0,5.0,Visitor,15.0,5.0,24.0,2:49, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,124,1681603681.0,68881,2023-04-16 00:08:01.000000,EventFootballPenalty,"1-10-ORL 39 (3:07) PENALTY on (ORL) 77 A. Beecham, 10 yards",,True,2,3,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,59,2302034-ORL-at-SA,187,187,1987,3:07,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,39,7,61.0,0,14,3,,,,,StatusOfficial,,,,,,1.0,10.0,,Visitor,15.0,5.0,14.0,3:16, ,,,4,22414,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,123,1681603729.0,68929,2023-04-16 00:08:49.000000,EventFootballRush,"1-20-ORL 29 (2:45) 3 D. Francois rush to ORL 32 for 3 yards (21 S. Williams, 90 M. Gotel)",,True,2,2,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,60,2302034-ORL-at-SA,165,165,1965,2:45,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,29,7,71.0,0,14,3,22819,20567,,,StatusOfficial,,,,,20512,1.0,20.0,3.0,Visitor,15.0,6.0,17.0,3:50, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,127,1681603768.0,68968,2023-04-16 00:09:28.000000,EventFootballPass,2-17-ORL 32 (2:07) 3 D. Francois pass incomplete to 81 J. Thomas QB Hit by 33 D. Beesley,,True,2,2,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,61,2302034-ORL-at-SA,127,127,1927,2:07,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,32,7,68.0,0,14,3,,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,17.0,,Visitor,15.0,7.0,17.0,4:23, ,20512,21546,,,,,,,,,,,,,,,,21740,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,129,1681604028.0,69228,2023-04-16 00:13:48.000000,EventFootballRush,"3-17-ORL 32 (1:56) 10 D. Thomas rush to ORL 36 for 4 yards (15 J. Williams, 45 D. Scott)",,True,2,1,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,62,2302034-ORL-at-SA,116,116,1916,1:56,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,32,7,68.0,0,14,3,21974,22844,,,StatusOfficial,,,,,21891,3.0,17.0,4.0,Visitor,15.0,8.0,21.0,4:34, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,131,1681604058.0,69258,2023-04-16 00:14:18.000000,EventFootballTimeout,4-13-ORL 36 (1:52) Timeout by San Antonio Brahmas at 1:52,,True,2,1,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,63,2302034-ORL-at-SA,112,112,1912,1:52,4,,,0.0,ORL,SA,0.0,1,2,1.0,1.0,Visitor,36,7,64.0,0,14,3,,,,,StatusOfficial,,,,,,4.0,13.0,,Visitor,15.0,8.0,21.0,4:31, ,,,,,,,,,,,,,,,,3,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,133,1681604063.0,69263,2023-04-16 00:14:23.000000,EventFootballPunt,"4-13-ORL 36 (1:52) 19 M. Brown punts 60 yards from ORL 36 to SA 4. 82 L. Akers to SA 22 for 18 yards (13 M. Lee, 87 L. Carter)",,True,2,1,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,64,2302034-ORL-at-SA,112,112,1912,1:52,4,,,0.0,ORL,SA,0.0,1,1,1.0,1.0,Visitor,36,7,64.0,0,14,3,20942,20272,,,StatusOfficial,ResultKickReturned,,Home,22.0,,4.0,13.0,,Visitor,15.0,8.0,21.0,4:49,PUNT,,,,,,,,,,20208,20016,60.0,,,,,18.0,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,135,1681604129.0,69329,2023-04-16 00:15:29.000000,EventFootballPass,1-10-SA 22 (1:35) 16 J. Coan pass to 9 J. Patrick to SA 26 for 4 yards (40 E. Thompson),,True,2,1,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,65,2302034-ORL-at-SA,95,95,1895,1:35,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,22,8,78.0,0,14,3,21550,,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,4.0,Home,22.0,1.0,4.0,0:12, ,20301,21196,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,137,1681604153.0,69353,2023-04-16 00:15:53.000000,EventFootballPass,2-6-SA 26 (1:12) 16 J. Coan pass to 13 N. Holley to SA 40 for 14 yards (20 B. Buchanan),,True,2,1,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,66,2302034-ORL-at-SA,72,72,1872,1:12,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,26,8,74.0,0,14,3,20221,,,,StatusOfficial,ResultPassComplete,,,,,2.0,6.0,14.0,Home,22.0,2.0,18.0,0:32, ,20301,20707,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,139,1681604173.0,69373,2023-04-16 00:16:13.000000,EventFootballPass,"1-10-SA 40 (1:01) 16 J. Coan pass to 6 F. Brown to SA 45 for 5 yards (20 B. Buchanan, 46 T. Scales)",,True,2,1,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,67,2302034-ORL-at-SA,61,61,1861,1:01,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,40,8,60.0,0,14,3,20221,22319,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,5.0,Home,22.0,3.0,23.0,0:47, ,20301,20203,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
